id,description,vendor,cwe_category,cwe_explanation,cause,impact,published,cvss_score,severity,source,description_without_punct,description_normalized,explanation
CVE-2023-23927,"Craft is a platform for creating digital experiences. When you insert a payload inside a label name or instruction of an entry type, an cross-site scripting (XSS) happens in the quick post widget on the admin dashboard. This issue has been fixed in version 4.3.7.
",QUIC,CWE-79,,,,2023-03-03T22:15:09.750,5.4,MEDIUM,nvd,"craft is a platform for creating digital experiences when you insert a payload inside a label name or instruction of an entry type an crosssite scripting xss happens in the quick post widget on the admin dashboard this issue has been fixed in version 437
","Craft is a platform for creating digital experiences. When you insert a payload inside a label name or instruction of an entry type, an cross-site scripting (XSS) happens in the quick post widget on the admin dashboard. This issue has been fixed in version 4.3.7.
",
CVE-2023-27472," quickentity-editor-next is an open source, system local, video game asset editor. In affected versions HTML tags in entity names are not sanitised (XSS vulnerability). Allows arbitrary code execution within the browser sandbox, among other things, simply from loading a file containing a script tag ",QUIC,CWE-79,,,,2023-03-06T19:15:10.483,6.1,MEDIUM,nvd,quickentityeditornext is an open source system local video game asset editor in affected versions html tags in entity names are not sanitised xss vulnerability allows arbitrary code execution within the browser sandbox among other things simply from loading a file containing a script tag," quickentity-editor-next is an open source, system local, video game asset editor. In affected versions HTML tags in entity names are not sanitised (XSS vulnerability). Allows arbitrary code execution within the browser sandbox, among other things, simply from loading a file containing a script tag ",
CVE-2023-21462,The sensitive information exposure vulnerability in Quick Share Agent prior to versions 3.5.14.18 in Android 12 and 3.5.16.20 in Android 13 allows to local attacker to access MAC address without related permission.,QUIC,"CWE-215,NVD-CWE-noinfo",,,,2023-03-16T21:15:12.597,3.3,LOW,nvd,the sensitive information exposure vulnerability in quick share agent prior to versions 351418 in android 12 and 351620 in android 13 allows to local attacker to access mac address without related permission,The sensitive information exposure vulnerability in Quick Share Agent prior to versions 3.5.14.18 in Android 12 and 3.5.16.20 in Android 13 allows to local attacker to access MAC address without related permission.,
CVE-2023-0499,"The QuickSwish WordPress plugin before 1.1.0 does not have CSRF check when activating plugins, which could allow attackers to make logged in admins activate arbitrary plugins present on the blog via a CSRF attack",QUIC,,,,,2023-03-27T16:15:08.760,4.3,MEDIUM,nvd,the quickswish wordpress plugin before 110 does not have csrf check when activating plugins which could allow attackers to make logged in admins activate arbitrary plugins present on the blog via a csrf attack,"The QuickSwish WordPress plugin before 1.1.0 does not have CSRF check when activating plugins, which could allow attackers to make logged in admins activate arbitrary plugins present on the blog via a CSRF attack",
CVE-2022-46863,Auth. (admin+) Stored Cross-Site Scripting (XSS) vulnerability in Fullworks Quick Event Manager plugin <=��9.6.4 versions.,QUIC,CWE-79,,,,2023-03-28T09:15:06.830,4.8,MEDIUM,nvd,auth admin stored crosssite scripting xss vulnerability in fullworks quick event manager plugin ��964 versions,Auth. (admin+) Stored Cross-Site Scripting (XSS) vulnerability in Fullworks Quick Event Manager plugin <=��9.6.4 versions.,
CVE-2022-2561,This vulnerability allows remote attackers to execute arbitrary code on affected installations of OPC Labs QuickOPC 2022.1. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the processi,QUIC,CWE-502,,,,2023-03-29T19:15:11.517,7.8,HIGH,nvd,this vulnerability allows remote attackers to execute arbitrary code on affected installations of opc labs quickopc 20221 user interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file the specific flaw exists within the processi,This vulnerability allows remote attackers to execute arbitrary code on affected installations of OPC Labs QuickOPC 2022.1. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the processi,
CVE-2023-1870,"The YourChannel plugin for WordPress is vulnerable to Cross-Site Request Forgery in versions up to, and including, 1.2.3. This is due to missing or incorrect nonce validation on the saveLang function. This makes it possible for unauthenticated attackers to change the plugin's quick language translat",QUIC,,,,,2023-04-05T14:15:07.363,4.3,MEDIUM,nvd,the yourchannel plugin for wordpress is vulnerable to crosssite request forgery in versions up to and including 123 this is due to missing or incorrect nonce validation on the savelang function this makes it possible for unauthenticated attackers to change the plugins quick language translat,"The YourChannel plugin for WordPress is vulnerable to Cross-Site Request Forgery in versions up to, and including, 1.2.3. This is due to missing or incorrect nonce validation on the saveLang function. This makes it possible for unauthenticated attackers to change the plugin's quick language translat",
CVE-2023-1871,"The YourChannel plugin for WordPress is vulnerable to Cross-Site Request Forgery in versions up to, and including, 1.2.3. This is due to missing or incorrect nonce validation on the deleteLang function. This makes it possible for unauthenticated attackers to reset the plugin's quick language transla",QUIC,,,,,2023-04-05T14:15:07.420,4.3,MEDIUM,nvd,the yourchannel plugin for wordpress is vulnerable to crosssite request forgery in versions up to and including 123 this is due to missing or incorrect nonce validation on the deletelang function this makes it possible for unauthenticated attackers to reset the plugins quick language transla,"The YourChannel plugin for WordPress is vulnerable to Cross-Site Request Forgery in versions up to, and including, 1.2.3. This is due to missing or incorrect nonce validation on the deleteLang function. This makes it possible for unauthenticated attackers to reset the plugin's quick language transla",
CVE-2023-23979,Unauth. Stored Cross-Site Scripting (XSS) vulnerability in Fullworks Quick Event Manager plugin <=��9.7.4 versions.,QUIC,CWE-79,,,,2023-04-06T06:15:08.880,6.1,MEDIUM,nvd,unauth stored crosssite scripting xss vulnerability in fullworks quick event manager plugin ��974 versions,Unauth. Stored Cross-Site Scripting (XSS) vulnerability in Fullworks Quick Event Manager plugin <=��9.7.4 versions.,
CVE-2023-23885,Auth. (contributor+) Stored Cross-Site Scripting (XSS) vulnerability in Fullworks Quick Contact Form plugin <=��8.0.3.1 versions.,QUIC,CWE-79,,,,2023-04-07T12:15:07.273,5.4,MEDIUM,nvd,auth contributor stored crosssite scripting xss vulnerability in fullworks quick contact form plugin ��8031 versions,Auth. (contributor+) Stored Cross-Site Scripting (XSS) vulnerability in Fullworks Quick Contact Form plugin <=��8.0.3.1 versions.,
CVE-2023-25702,Auth. (admin+) Stored Cross-site Scripting (XSS) vulnerability in Fullworks Quick Paypal Payments plugin <=��5.7.25 versions.,QUIC,CWE-79,,,,2023-04-07T13:15:07.410,4.8,MEDIUM,nvd,auth admin stored crosssite scripting xss vulnerability in fullworks quick paypal payments plugin ��5725 versions,Auth. (admin+) Stored Cross-site Scripting (XSS) vulnerability in Fullworks Quick Paypal Payments plugin <=��5.7.25 versions.,
CVE-2023-25713,Unauth. Stored Cross-Site Scripting (XSS) vulnerability in Fullworks Quick Paypal Payments plugin <=��5.7.25 versions.,QUIC,CWE-79,,,,2023-04-07T13:15:07.620,6.1,MEDIUM,nvd,unauth stored crosssite scripting xss vulnerability in fullworks quick paypal payments plugin ��5725 versions,Unauth. Stored Cross-Site Scripting (XSS) vulnerability in Fullworks Quick Paypal Payments plugin <=��5.7.25 versions.,
CVE-2022-47608,Auth. (admin+) Stored Cross-Site Scripting (XSS) vulnerability in Fullworks Quick Contact Form plugin <=��8.0.3.1 versions.,QUIC,CWE-79,,,,2023-04-25T17:15:08.827,4.8,MEDIUM,nvd,auth admin stored crosssite scripting xss vulnerability in fullworks quick contact form plugin ��8031 versions,Auth. (admin+) Stored Cross-Site Scripting (XSS) vulnerability in Fullworks Quick Contact Form plugin <=��8.0.3.1 versions.,
CVE-2023-23889,Auth. (contributor+) Stored Cross-Site Scripting (XSS) vulnerability in Fullworks Quick Paypal Payments plugin��<= 5.7.25 versions.,QUIC,CWE-79,,,,2023-04-25T20:15:09.703,5.4,MEDIUM,nvd,auth contributor stored crosssite scripting xss vulnerability in fullworks quick paypal payments plugin�� 5725 versions,Auth. (contributor+) Stored Cross-Site Scripting (XSS) vulnerability in Fullworks Quick Paypal Payments plugin��<= 5.7.25 versions.,
